section,reference,title,body,ifc_type,occupancy,design_phase,code_category,primary_responsibility
804 Kitchens and Kitchenettes,804.2.2,U-Shaped,"In U-shaped kitchens enclosed on three contiguous sides, clearance between all opposing base cabinets, counter tops, appliances, or walls within kitchen work areas shall be 60 inches (1525 mm) minimum.","['Wall', 'Slab', 'Door', 'BuildingElementProxy']","['Residential (R)', 'Assembly (A)', 'Business (B)']","['sd', 'dd', 'cd']",interior_environment,architect
804 Kitchens and Kitchenettes,804.3,Kitchen Work Surface,"In residential dwelling units required to comply with 809, at least one 30 inches (760 mm) wide minimum section of counter shall provide a kitchen work surface that complies with 804.3.","['Slab', 'Covering', 'BuildingElementProxy']",['Residential (R)'],"['sd', 'dd', 'cd']",accessibility,architect
804 Kitchens and Kitchenettes,804.3.1,Clear Floor or Ground Space,A clear floor space complying with 305 positioned for a forward approach shall be provided. The clear floor or ground space shall be centered on the kitchen work surface and shall provide knee and toe clearance complying with 306.,"['Slab', 'Covering']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
804 Kitchens and Kitchenettes,804.3.2,Height,The kitchen work surface shall be 34 inches (865 mm) maximum above the finish floor or ground.,"['Slab', 'Covering']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
804 Kitchens and Kitchenettes,804.3.3,Exposed Surfaces,There shall be no sharp or abrasive surfaces under the work surface counters.,"['Covering', 'Slab']","['Business (B)', 'Educational (E)', 'Mercantile (M)', 'Residential (R)']","['sd', 'dd', 'cd']",finishes_materials,architect
804 Kitchens and Kitchenettes,804.4,Sinks,Sinks shall comply with 606.,['BuildingElementProxy'],"['Assembly (A)', 'Business (B)', 'Educational (E)', 'Factory and Industrial (F)', 'Institutional (I)']","['sd', 'dd', 'cd']",accessibility,architect
804 Kitchens and Kitchenettes,804.5,Storage,At least 50 percent of shelf space in storage facilities shall comply with 811.,"['BuildingElementProxy', 'Covering']",['Storage (S)'],"['sd', 'dd', 'cd']",accessibility,architect
804 Kitchens and Kitchenettes,804.6,Appliances,"Where provided, kitchen appliances shall comply with 804.6.","['BuildingElementProxy', 'Covering', 'Slab']","['Residential (R)', 'Mercantile (M)', 'Business (B)']","['sd', 'dd', 'cd']",interior_environment,architect
804 Kitchens and Kitchenettes,804.6.1,Clear Floor or Ground Space,A clear floor or ground space complying with 305 shall be provided at each kitchen appliance. Clear floor or ground spaces shall be permitted to overlap.,"['Slab', 'Wall', 'BuildingElementProxy']","['Residential (R)', 'Institutional (I)', 'Assembly (A)', 'Business (B)']","['sd', 'dd', 'cd']",accessibility,architect
804 Kitchens and Kitchenettes,804.6.2,Operable Parts,All appliance controls shall comply with 309.,"['BuildingElementProxy', 'Door', 'Window']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
804 Kitchens and Kitchenettes,804.6.3,Dishwasher,"Clear floor or ground space shall be positioned adjacent to the dishwasher door. The dishwasher door, in the open position, shall not obstruct the clear floor or ground space for the dishwasher or the sink.","['BuildingElementProxy', 'Slab', 'Door']","['Residential (R)', 'Assembly (A)', 'Business (B)']","['sd', 'dd', 'cd']",accessibility,architect
804 Kitchens and Kitchenettes,804.6.4,Range or Cooktop,"Where a forward approach is provided, the clear floor or ground space shall provide knee and toe clearance complying with 306. Where knee and toe space is provided, the underside of the range or cooktop shall be insulated or otherwise configured to prevent burns, abrasions, or electrical shock. The location of controls shall not require reaching across burners.","['Slab', 'Covering']","['Residential (R)', 'Institutional (I)', 'Assembly (A)', 'Business (B)']","['sd', 'dd', 'cd']",accessibility,architect
804 Kitchens and Kitchenettes,804.6.5,Oven,Ovens shall comply with 804.6.5.,['BuildingElementProxy'],"['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",fire_protection_alarm_systems,architect
804 Kitchens and Kitchenettes,804.6.5.1,Side-Hinged Door Ovens,Side-hinged door ovens shall have the work surface required by 804.3 positioned adjacent to the latch side of the oven door.,"['Door', 'Slab', 'BuildingElementProxy']","['Residential (R)', 'Institutional (I)', 'Business (B)']","['sd', 'dd', 'cd']",accessibility,architect
804 Kitchens and Kitchenettes,804.6.5.2,Bottom-Hinged Door Ovens,Bottom-hinged door ovens shall have the work surface required by 804.3 positioned adjacent to one side of the door.,"['Door', 'Slab']","['Residential (R)', 'Business (B)', 'Mercantile (M)', 'Assembly (A)']","['sd', 'dd', 'cd']",accessibility,architect
804 Kitchens and Kitchenettes,804.6.5.3,Controls,Ovens shall have controls on front panels.,['BuildingElementProxy'],"['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)', 'Residential (R)']","['sd', 'dd', 'cd']",interior_environment,architect
804 Kitchens and Kitchenettes,804.6.6,Refrigerator/Freezer,Combination refrigerators and freezers shall have at least 50 percent of the freezer space 54 inches (1370 mm) maximum above the finish floor or ground. The clear floor or ground space shall be positioned for a parallel approach to the space dedicated to a refrigerator/freezer with the centerline of the clear floor or ground space offset 24 inches (610 mm) maximum from the centerline of the dedicated space.,['BuildingElementProxy'],"['Residential (R)', 'Institutional (I)', 'Business (B)', 'Assembly (A)']","['sd', 'dd', 'cd']",accessibility,architect
805 Medical Care and Long-Term Care Facilities,805.1,General,Medical care facility and long-term care facility patient or resident sleeping rooms required to provide mobility features shall comply with 805.,"['Door', 'Wall', 'Slab']",['Institutional (I)'],"['sd', 'dd', 'cd']",accessibility,architect
805 Medical Care and Long-Term Care Facilities,805.2,Turning Space,Turning space complying with 304 shall be provided within the room.,"['Slab', 'Door', 'Wall']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
805 Medical Care and Long-Term Care Facilities,805.3,Clear Floor or Ground Space,A clear floor space complying with 305 shall be provided on each side of the bed. The clear floor space shall be positioned for parallel approach to the side of the bed.,"['Slab', 'Wall', 'Door']","['Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
805 Medical Care and Long-Term Care Facilities,805.4,Toilet and Bathing Rooms,"Toilet and bathing rooms that are provided as part of a patient or resident sleeping room shall comply with 603. Where provided, no fewer than one water closet, one lavatory, and one bathtub or shower shall comply with the applicable requirements of 603 through 610.","['Slab', 'Wall', 'Door', 'Covering']","['Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
806 Transient Lodging Guest Rooms,806.1,General,Transient lodging guest rooms shall comply with 806. Guest rooms required to provide mobility features shall comply with 806.2. Guest rooms required to provide communication features shall comply with 806.3.,"['BuildingElementProxy', 'Door', 'Slab', 'Wall']","['Residential (R)', 'Institutional (I)']","['sd', 'dd', 'cd']",accessibility,architect
806 Transient Lodging Guest Rooms,806.2,Guest Rooms with Mobility Features,Guest rooms required to provide mobility features shall comply with 806.2.,"['Door', 'Slab', 'Wall']",['Residential (R)'],"['sd', 'dd', 'cd']",accessibility,architect
806 Transient Lodging Guest Rooms,806.2.1,Living and Dining Areas,Living and dining areas shall be accessible.,"['Wall', 'Door', 'Slab']","['Residential (R)', 'Assembly (A)', 'Institutional (I)']","['sd', 'dd', 'cd']",accessibility,architect
806 Transient Lodging Guest Rooms,806.2.2,Exterior Spaces,"Exterior spaces, including patios, terraces and balconies, that serve the guest room shall be accessible.","['Slab', 'Railing', 'Covering', 'Door']","['Residential (R)', 'Assembly (A)']","['sd', 'dd', 'cd']",accessibility,architect
806 Transient Lodging Guest Rooms,806.2.3,Sleeping Areas,At least one sleeping area shall provide a clear floor space complying with 305 on both sides of a bed. The clear floor space shall be positioned for parallel approach to the side of the bed.,"['Slab', 'Wall', 'Door']","['Residential (R)', 'Institutional (I)']","['sd', 'dd', 'cd']",accessibility,architect
806 Transient Lodging Guest Rooms,806.2.4,Toilet and Bathing Facilities,"At least one bathroom that is provided as part of a guest room shall comply with 603. No fewer than one water closet, one lavatory, and one bathtub or shower shall comply with applicable requirements of 603 through 610. In addition, required roll-in shower compartments shall comply with 608.2.2 or 608.2.3. Toilet and bathing fixtures required to comply with 603 through 610 shall be permitted to be located in more than one toilet or bathing area, provided that travel between fixtures does not require travel between other parts of the guest room.","['Slab', 'Wall', 'Door', 'Covering', 'BuildingElementProxy']",['Residential (R)'],"['sd', 'dd', 'cd']",accessibility,architect
806 Transient Lodging Guest Rooms,806.2.4.1,Vanity Counter Top Space,"If vanity counter top space is provided in non-accessible guest toilet or bathing rooms, comparable vanity counter top space, in terms of size and proximity to the lavatory, shall also be provided in accessible guest toilet or bathing rooms.","['Slab', 'Covering']","['Residential (R)', 'Hospitality (R)']","['sd', 'dd', 'cd']",accessibility,architect
806 Transient Lodging Guest Rooms,806.2.5,Kitchens and Kitchenettes,Kitchens and kitchenettes shall comply with 804.,"['Covering', 'Slab', 'Wall', 'Door']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",interior_environment,architect
806 Transient Lodging Guest Rooms,806.2.6,Turning Space,Turning space complying with 304 shall be provided within the guest room.,"['Space', 'Door']","['Residential (R)', 'Institutional (I)']","['sd', 'dd', 'cd']",accessibility,architect
806 Transient Lodging Guest Rooms,806.3,Guest Rooms with Communication Features,Guest rooms required to provide communication features shall comply with 806.3.,"['Door', 'Wall', 'Window']","['Residential (R)', 'Institutional (I)']","['sd', 'dd', 'cd']",accessibility,architect
806 Transient Lodging Guest Rooms,806.3.1,Alarms,"Where emergency warning systems are provided, alarms complying with 702 shall be provided.","['BuildingElementProxy', 'Door']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",fire_protection_alarm_systems,fire_protection_engineer
806 Transient Lodging Guest Rooms,806.3.2,Notification Devices,Visible notification devices shall be provided to alert room occupants of incoming telephone calls and a door knock or bell. Notification devices shall not be connected to visible alarm signal appliances. Telephones shall have volume controls compatible with the telephone system and shall comply with 704.3. Telephones shall be served by an electrical outlet complying with 309 located within 48 inches (1220 mm) of the telephone to facilitate the use of a TTY.,"['BuildingElementProxy', 'Door', 'ElectricalSystem']","['Residential (R)', 'Institutional (I)', 'Assembly (A)', 'Business (B)']","['sd', 'dd', 'cd']",accessibility,architect
807 Holding Cells and Housing Cells,807.1,General,Holding cells and housing cells shall comply with 807.,"['Wall', 'Door', 'Slab']",['Institutional (I)'],"['sd', 'dd', 'cd']",fire_resistance_smoke_protection,architect
807 Holding Cells and Housing Cells,807.2,Cells with Mobility Features,Cells required to provide mobility features shall comply with 807.2.,"['Wall', 'Door', 'Slab']",['Institutional (I)'],"['sd', 'dd', 'cd']",accessibility,architect
807 Holding Cells and Housing Cells,807.2.1,Turning Space,Turning space complying with 304 shall be provided within the cell.,"['Wall', 'Door', 'Slab']",['Institutional (I)'],"['sd', 'dd', 'cd']",accessibility,architect
807 Holding Cells and Housing Cells,807.2.2,Benches,"Where benches are provided, at least one bench shall comply with 903.",['BuildingElementProxy'],"['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
807 Holding Cells and Housing Cells,807.2.3,Beds,"Where beds are provided, clear floor space complying with 305 shall be provided on at least one side of the bed. The clear floor space shall be positioned for parallel approach to the side of the bed.","['BuildingElementProxy', 'Slab', 'Covering']","['Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
807 Holding Cells and Housing Cells,807.2.4,Toilet and Bathing Facilities,"Toilet facilities or bathing facilities that are provided as part of a cell shall comply with 603. Where provided, no fewer than one water closet, one lavatory, and one bathtub or shower shall comply with the applicable requirements of 603 through 610.","['Slab', 'Wall', 'Door', 'Covering']",['Institutional (I)'],"['sd', 'dd', 'cd']",accessibility,architect
807 Holding Cells and Housing Cells,807.3,Cells with Communication Features,Cells required to provide communication features shall comply with 807.3.,"['Wall', 'Door', 'Room']",['Institutional (I)'],"['sd', 'dd', 'cd']",accessibility,architect
807 Holding Cells and Housing Cells,807.3.1,Alarms,"Where audible emergency alarm systems are provided to serve the occupants of cells, visible alarms complying with 702 shall be provided.","['Wall', 'Door']",['Institutional (I)'],"['sd', 'dd', 'cd']",fire_protection_alarm_systems,fire_protection_engineer
807 Holding Cells and Housing Cells,807.3.2,Telephones,"Telephones, where provided within cells, shall have volume controls complying with 704.3.",['BuildingElementProxy'],['Institutional (I)'],"['sd', 'dd', 'cd']",accessibility,architect
808 Courtrooms,808.1,General,Courtrooms shall comply with 808.,"['BuildingElementProxy', 'Door', 'Wall']",['Assembly (A)'],"['sd', 'dd', 'cd']",accessibility,architect
808 Courtrooms,808.2,Turning Space,"Where provided, areas that are raised or depressed and accessed by ramps or platform lifts with entry ramps shall provide unobstructed turning space complying with 304.","['Ramp', 'RampFlight', 'Slab', 'Platform', 'Floor']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
808 Courtrooms,808.3,Clear Floor Space,"Each jury box and witness stand shall have, within its defined area, clear floor space complying with 305.","['Wall', 'Slab', 'Ramp', 'Stair', 'Door']",['Assembly (A)'],"['sd', 'dd', 'cd']",accessibility,architect
808 Courtrooms,808.4,Judges’ Benches and Courtroom Stations,"Judges’ benches, clerks’ stations, bailiffs’ stations, deputy clerks’ stations, court reporters’ stations and litigants’ and counsel stations shall comply with 902.","['Slab', 'Wall', 'Stair', 'Door']",['Assembly (A)'],"['sd', 'dd', 'cd']",accessibility,architect
809 Residential Dwelling Units,809.1,General,Residential dwelling units shall comply with 809. Residential dwelling units required to provide mobility features shall comply with 809.2 through 809.4. Residential dwelling units required to provide communication features shall comply with 809.5.,"['Door', 'Window', 'Slab', 'Wall']",['Residential (R)'],"['sd', 'dd', 'cd']",accessibility,architect
809 Residential Dwelling Units,809.2,Accessible Routes,Accessible routes complying with Chapter 4 shall be provided within residential dwelling units in accordance with 809.2.,"['Door', 'Ramp', 'RampFlight', 'Stair', 'Corridor']",['Residential (R)'],"['sd', 'dd', 'cd']",accessibility,architect
809 Residential Dwelling Units,809.2.1,Location,"At least one accessible route shall connect all spaces and elements which are a part of the residential dwelling unit. Where only one accessible route is provided, it shall not pass through bathrooms, closets, or similar spaces.","['Slab', 'Ramp', 'RampFlight', 'Door']",['Residential (R)'],"['sd', 'dd', 'cd']",accessibility,architect
809 Residential Dwelling Units,809.2.2,Turning Space,All rooms served by an accessible route shall provide a turning space complying with 304.,"['Wall', 'Door', 'Slab']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
809 Residential Dwelling Units,809.3,Kitchen,"Where a kitchen is provided, it shall comply with 804.","['Covering', 'Slab', 'Wall', 'Door', 'Window']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Residential (R)']","['sd', 'dd', 'cd']",interior_environment,architect
809 Residential Dwelling Units,809.4,Toilet Facilities and Bathing Facilities,"At least one bathroom shall comply with 603. No fewer than one of each type of fixture provided shall comply with applicable requirements of 603 through 610. Toilet and bathing fixtures required to comply with 603 through 610 shall be located in the same toilet and bathing area, such that travel between fixtures does not require travel between other parts of the residential dwelling unit.","['Door', 'Wall', 'Slab']",['Residential (R)'],"['sd', 'dd', 'cd']",accessibility,architect
809 Residential Dwelling Units,809.5,Residential Dwelling Units with Communication Features,Residential dwelling units required to provide communication features shall comply with 809.5.,"['Wall', 'Door', 'Window']",['Residential (R)'],"['sd', 'dd', 'cd']",accessibility,architect
809 Residential Dwelling Units,809.5.1,Building Fire Alarm System,"Where a building fire alarm system is provided, the system wiring shall be extended to a point within the residential dwelling unit in the vicinity of the residential dwelling unit smoke detection system.","['Wall', 'BuildingElementProxy', 'Door']",['Residential (R)'],"['dd', 'cd']",fire_protection_alarm_systems,fire_protection_engineer
809 Residential Dwelling Units,809.5.1.1,Alarm Appliances,"Where alarm appliances are provided within a residential dwelling unit as part of the building fire alarm system, they shall comply with 702.","['Wall', 'Door', 'Slab']",['Residential (R)'],"['sd', 'dd', 'cd']",fire_protection_alarm_systems,fire_protection_engineer
809 Residential Dwelling Units,809.5.1.2,Activation,All visible alarm appliances provided within the residential dwelling unit for building fire alarm notification shall be activated upon activation of the building fire alarm in the portion of the building containing the residential dwelling unit.,['BuildingElementProxy'],['Residential (R)'],"['sd', 'dd', 'cd']",fire_protection_alarm_systems,fire_protection_engineer
809 Residential Dwelling Units,809.5.2,Residential Dwelling Unit Smoke Detection System,"Residential dwelling unit smoke detection systems shall comply with NFPA 72 (1999 or 2002 edition) (incorporated by reference, see “Referenced Standards” in Chapter 1).","['Wall', 'Slab', 'Door']",['Residential (R)'],"['sd', 'dd', 'cd']",fire_protection_alarm_systems,fire_protection_engineer
809 Residential Dwelling Units,809.5.2.1,Activation,All visible alarm appliances provided within the residential dwelling unit for smoke detection notification shall be activated upon smoke detection.,['BuildingElementProxy'],['Residential (R)'],"['sd', 'dd', 'cd']",fire_protection_alarm_systems,fire_protection_engineer
809 Residential Dwelling Units,809.5.3,Interconnection,The same visible alarm appliances shall be permitted to provide notification of residential dwelling unit smoke detection and building fire alarm activation.,"['Covering', 'BuildingElementProxy']","['Residential (R)', 'Institutional (I)']","['sd', 'dd', 'cd']",fire_protection_alarm_systems,fire_protection_engineer
809 Residential Dwelling Units,809.5.4,Prohibited Use,Visible alarm appliances used to indicate residential dwelling unit smoke detection or building fire alarm activation shall not be used for any other purpose within the residential dwelling unit.,['BuildingElementProxy'],['Residential (R)'],"['sd', 'dd', 'cd']",fire_protection_alarm_systems,fire_protection_engineer
809 Residential Dwelling Units,809.5.5,Residential Dwelling Unit Primary Entrance,Communication features shall be provided at the residential dwelling unit primary entrance complying with 809.5.5.,"['Door', 'Wall']",['Residential (R)'],"['sd', 'dd', 'cd']",accessibility,architect
809 Residential Dwelling Units,809.5.5.1,Notification,"A hard-wired electric doorbell shall be provided. A button or switch shall be provided outside the residential dwelling unit primary entrance. Activation of the button or switch shall initiate an audible tone and visible signal within the residential dwelling unit. Where visible doorbell signals are located in sleeping areas, they shall have controls to deactivate the signal.","['Door', 'BuildingElementProxy']",['Residential (R)'],"['sd', 'dd', 'cd']",accessibility,architect
809 Residential Dwelling Units,809.5.5.2,Identification,A means for visually identifying a visitor without opening the residential dwelling unit entry door shall be provided and shall allow for a minimum 180 degree range of view.,"['Door', 'Window']",['Residential (R)'],"['sd', 'dd', 'cd']",accessibility,architect
809 Residential Dwelling Units,809.5.6,"Site, Building, or Floor Entrance","Where a system, including a closed-circuit system, permitting voice communication between a visitor and the occupant of the residential dwelling unit is provided, the system shall comply with 708.4.","['Door', 'BuildingElementProxy']",['Residential (R)'],"['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.1,General,Transportation facilities shall comply with 810.,"['Ramp', 'RampFlight', 'Stair', 'Elevator']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.2,Bus Boarding and Alighting Areas,Bus boarding and alighting areas shall comply with 810.2.,"['Pavement', 'Kerb', 'Ramp', 'Slab']","['Assembly (A)', 'Business (B)', 'Institutional (I)']","['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.2.1,Surface,"Bus stop boarding and alighting areas shall have a firm, stable surface.","['Pavement', 'Slab']","['Assembly (A)', 'Utility and Miscellaneous (U)']","['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.2.2,Dimensions,"Bus stop boarding and alighting areas shall provide a clear length of 96 inches (2440 mm) minimum, measured perpendicular to the curb or vehicle roadway edge, and a clear width of 60 inches (1525 mm) minimum, measured parallel to the vehicle roadway.","['Pavement', 'Kerb']","['Assembly (A)', 'Business (B)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.2.3,Connection,"Bus stop boarding and alighting areas shall be connected to streets, sidewalks, or pedestrian paths by an accessible route complying with 402.","['Pavement', 'Ramp', 'Kerb', 'Slab']","['Assembly (A)', 'Business (B)', 'Mercantile (M)', 'Residential (R)', 'Utility and Miscellaneous (U)']","['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.2.4,Slope,"Parallel to the roadway, the slope of the bus stop boarding and alighting area shall be the same as the roadway, to the maximum extent practicable. Perpendicular to the roadway, the slope of the bus stop boarding and alighting area shall not be steeper than1:48.","['Slab', 'Pavement', 'Kerb']",['Utility and Miscellaneous (U)'],"['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.3,Bus Shelters,Bus shelters shall provide a minimum clear floor or ground space complying with 305 entirely within the shelter. Bus shelters shall be connected by an accessible route complying with 402 to a boarding and alighting area complying with 810.2.,"['BuildingElementProxy', 'Covering', 'Slab']",['Utility and Miscellaneous (U)'],"['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.4,Bus Signs,"Bus route identification signs shall comply with 703.5.1 through 703.5.4, and 703.5.7 and 703.5.8. In addition, to the maximum extent practicable, bus route identification signs shall comply with 703.5.5.",['BuildingElementProxy'],"['Assembly (A)', 'Business (B)', 'Utility and Miscellaneous (U)']","['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.5,Rail Platforms,Rail platforms shall comply with 810.5.,"['Rail', 'Platform', 'Railing']",['Assembly (A)'],"['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.5.1,Slope,Rail platforms shall not exceed a slope of 1:48 in all directions.,"['Rail', 'Slab', 'BuildingElementProxy']","['Assembly (A)', 'Utility and Miscellaneous (U)']","['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.5.2,Detectable Warnings,Platform boarding edges not protected by platform screens or guards shall have detectable warnings complying with 705 along the full length of the public use area of the platform.,"['Slab', 'Railing', 'ShadingDevice']",['Assembly (A)'],"['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.5.3,Platform and Vehicle Floor Coordination,Station platforms shall be positioned to coordinate with vehicles in accordance with the applicable requirements of 36 CFR Part 1192. Low-level platforms shall be 8 inches (205 mm) minimum above top of rail.,"['Ramp', 'Pavement', 'Slab']",['Assembly (A)'],"['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.6,Rail Station Signs,Rail station signs shall comply with 810.6.,"['Rail', 'BuildingElementProxy']",['Assembly (A)'],"['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.6.1,Entrances,"Where signs identify a station or its entrance, at least one sign at each entrance shall comply with 703.2 and shall be placed in uniform locations to the maximum extent practicable. Where signs identify a station that has no defined entrance, at least one sign shall comply with 703.2 and shall be placed in a central location.","['Door', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)']","['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.6.2,Routes and Destinations,"Lists of stations, routes and destinations served by the station which are located on boarding areas, platforms, or mezzanines shall comply with 703.5. At least one tactile sign identifying the specific station and complying with 703.2 shall be provided on each platform or boarding area. Signs covered by this requirement shall, to the maximum extent practicable, be placed in uniform locations within the system.","['BuildingElementProxy', 'Platform', 'Stair', 'Ramp', 'Wall']",['Assembly (A)'],"['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.6.3,Station Names,Stations covered by this section shall have identification signs complying with 703.5. Signs shall be clearly visible and within the sight lines of standing and sitting passengers from within the vehicle on both sides when not obstructed by another vehicle.,"['Wall', 'BuildingElementProxy', 'Window']",['Assembly (A)'],"['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.7,Public Address Systems,"Where public address systems convey audible information to the public, the same or equivalent information shall be provided in a visual format.",['BuildingElementProxy'],"['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)', 'Institutional (I)']","['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.8,Clocks,"Where clocks are provided for use by the public, the clock face shall be uncluttered so that its elements are clearly visible. Hands, numerals and digits shall contrast with the background either light-on-dark or dark-on-light. Where clocks are installed overhead, numerals and digits shall comply with 703.5.",['BuildingElementProxy'],"['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
810 Transportation Facilities,810.9,Escalators,"Where provided, escalators shall comply with the sections 6.1.3.5.6 and 6.1.3.6.5 of ASME A17.1 (incorporated by reference, see “Referenced Standards” in Chapter 1) and shall have a clear width of 32 inches (815 mm) minimum.","['Elevator', 'Stair', 'StairFlight']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)', 'Residential (R)']","['sd', 'dd', 'cd']",elevators_conveying_systems,elevator_consultant
810 Transportation Facilities,810.10,Track Crossings,"Where a circulation path serving boarding platforms crosses tracks, it shall comply with 402.","['TrackElement', 'Pavement', 'Ramp', 'Stair', 'Railing']",['Assembly (A)'],"['sd', 'dd', 'cd']",accessibility,architect
811 Storage,811.1,General,Storage shall comply with 811.,['BuildingElementProxy'],['Storage (S)'],"['sd', 'dd', 'cd']",hazardous_materials,architect
811 Storage,811.2,Clear Floor or Ground Space,A clear floor or ground space complying with 305 shall be provided.,"['Slab', 'Door', 'Ramp', 'Stair', 'RampFlight']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Residential (R)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
811 Storage,811.3,Height,Storage elements shall comply with at least one of the reach ranges specified in 308.,"['BuildingElementProxy', 'Covering']","['Business (B)', 'Educational (E)', 'Residential (R)', 'Assembly (A)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
811 Storage,811.4,Operable Parts,Operable parts shall comply with 309.,"['Door', 'Window', 'ShadingDevice', 'Covering']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
901 General,901.1,Scope,The provisions of Chapter 9 shall apply where required by Chapter 2 or where referenced by a requirement in this document.,"['Wall', 'Door', 'Slab']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Residential (R)', 'Mercantile (M)']","['sd', 'dd', 'cd']",fire_protection_alarm_systems,fire_protection_engineer
902 Dining Surfaces and Work Surfaces,902.1,General,Dining surfaces and work surfaces shall comply with 902.2 and 902.3.,"['BuildingElementProxy', 'Slab']","['Assembly (A)', 'Business (B)', 'Mercantile (M)', 'Residential (R)', 'Institutional (I)']","['sd', 'dd', 'cd']",accessibility,architect
902 Dining Surfaces and Work Surfaces,902.2,Clear Floor or Ground Space,A clear floor space complying with 305 positioned for a forward approach shall be provided. Knee and toe clearance complying with 306 shall be provided.,"['Slab', 'Door']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
902 Dining Surfaces and Work Surfaces,902.3,Height,The tops of dining surfaces and work surfaces shall be 28 inches (710 mm) minimum and 34 inches (865 mm) maximum above the finish floor or ground.,"['Slab', 'Covering', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
902 Dining Surfaces and Work Surfaces,902.4,Dining Surfaces and Work Surfaces for Children’s Use,Accessible dining surfaces and work surfaces for children’s use shall comply with 902.4.,"['Slab', 'Covering', 'BuildingElementProxy']","['Assembly (A)', 'Educational (E)', 'Business (B)']","['sd', 'dd', 'cd']",accessibility,architect
