section,reference,display_title,depth,ifc_type,occupancy,design_phase,code_category,primary_responsibility,body
Chapter 11 [RE] Energy Efficiency,N1104.2,N1104.2 (R404.2) Interior Lighting Controls,2,BuildingElementProxy,Residential (R)|Business (B)|Assembly (A)|Educational (E),sd|dd|cd,electrical_systems,electrical_engineer,All permanently installed luminaires shall be controlled as required in Sections N1104.2.1 and N1104.2.2.Exception: Lighting controls shall not be required for safety or security lighting.
Chapter 11 [RE] Energy Efficiency,N1104.2.1,N1104.2.1 (R404.2.1) Habitable Spaces,3,Covering,Assembly (A)|Business (B)|Educational (E)|Residential (R),sd|dd|cd,electrical_systems,electrical_engineer,All permanently installed luminaires in habitable spaces shall be controlled with a manual dimmer or with an automatic shutoff control that automatically turns off lights within 20 minutes after all occupants have left the space and shall incorporate a manual control to allow occupants to turn the lights on or off.
Chapter 11 [RE] Energy Efficiency,N1104.2.2,N1104.2.2 (R404.2.2) Specific Locations,3,BuildingElementProxy,Residential (R)|Utility and Miscellaneous (U),dd|cd,electrical_systems,electrical_engineer,"All permanently installed luminaires in garages, unfinished basements, laundry rooms and utility rooms shall be controlled by an automatic shutoff control that automatically turns off lights within 20 minutes after all occupants have left the space and shall incorporate a manual control to allow occupants to turn the lights on or off."
Chapter 11 [RE] Energy Efficiency,N1104.3,N1104.3 (R404.3) Exterior Lighting Controls,2,BuildingElementProxy|Covering|ShadingDevice,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),dd|cd,electrical_systems,electrical_engineer,Exterior lighting controls shall comply with Section N1104.3.1.
Chapter 11 [RE] Energy Efficiency,N1104.3.1,N1104.3.1 (R404.3.1) Controls for Individual Dwelling Units,3,ShadingDevice|BuildingElementProxy,Residential (R),dd|cd,electrical_systems,electrical_engineer,"Where the total permanently installed exterior lighting power is greater than 30 watts, the permanently installed exterior lighting shall comply with the following: Lighting shall be controlled by a manual on and off switch that permits automatic shutoff actions.Lighting shall be automatically shut off when daylight is present and satisfies the lighting needs.Controls that override automatic shutoff actions shall not be allowed unless the override automatically returns automatic control to its normal operation within 24 hours."
Chapter 11 [RE] Energy Efficiency,N1104.4,N1104.4 (R404.4) Renewable Energy Certificate (REC) Documentation,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),cd|ca,special_construction,owner,"Where renewable energy generation is used to comply with this code, documentation shall be provided to the code official by the property owner or owner's authorized agent demonstrating that where renewable energy certificates (RECs) or energy attribute certificates (EACs) are associated with that portion of renewable energy used to comply with this code, the RECs or EACs shall be retained, or retired, on behalf of the property owner."
Chapter 11 [RE] Energy Efficiency,N1105,Section N1105 (R405) Simulated Building Performance,1,,,,none,none,
Chapter 11 [RE] Energy Efficiency,N1105.1,N1105.1 (R405.1) Scope,2,Slab|Roof|Wall|Window|Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,"This section establishes criteria for compliance using simulated building performance analysis. Such analysis shall include heating, cooling, mechanical ventilation and service water-heating energy only. Such analysis shall be limited to dwelling units. Spaces other than dwelling units in Group R-2, R-3 or R-4 buildings shall comply with Sections N1102 through N1104."
Chapter 11 [RE] Energy Efficiency,N1105.2,N1105.2 (R405.2) Simulated Building Performance Compliance,2,Wall|Roof|Slab|Window|Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,"Compliance based on simulated building performance requires that a building comply with the following: The requirements of the sections indicated within Table N1105.2. The proposed total building thermal envelope thermal conductance (TC) shall be less than or equal to the required total building thermal envelope TC using the prescriptive U-factors and F-factors from Table N1102.1.2 multiplied by 1.08 in Climate Zones 0, 1 and 2, and 1.15 in Climates Zones 3 through 8, in accordance with Equation 11-6 and Section N1102.1.5. The area-weighted maximum fenestration SHGC permitted in Climate Zones 0 through 3 shall be 0.30. Equation 11-6 For each dwelling unit with one or more fuel-burning appliances for space heating, water heating, or both, the annual energy cost of the dwelling unit shall be less than or equal to 80 percent of the annual energy cost of the standard reference design. For all other dwelling units, the annual energy cost of the proposed design shall be less than or equal to 85 percent of the annual energy cost of the standard reference design. For each dwelling unit with greater than 5,000 square feet (465 m2) of living space located above grade plane, the annual energy cost of the dwelling unit shall be reduced by an additional 5 percent of annual energy cost of the standard reference design. Energy prices shall be taken from an approved source, such as the US Energy Information Administration's State Energy Data System prices and expenditures reports. Code officials shall be permitted to require time-of-use pricing in energy cost calculations. Exceptions: The energy use based on source energy expressed in Btu or Btu per square foot of conditioned floor area shall be permitted to be substituted for the energy cost. The source energy multiplier for electricity shall be 2.51 . The source energy multipliers shall be 1.09 for natural gas, 1.15 for propane, 1.19 for fuel oil, and 1.30 for imported liquified natural gas. The energy use based on site energy expressed in Btu or Btu per square foot of conditioned floor area shall be permitted to be substituted for the energy cost. TABLE N1105.2 (R405.2)REQUIREMENTS FOR SIMULATED BUILDING PERFORMANCE SECTIONa TITLE General N1101.14 Certificate Building thermal envelope N1102.1.1 Vapor retarder N1102.1.6 Rooms containing fuel-burning appliances N1102.2.3 Attic knee wall N1102.2.4 Eave baffle N1102.2.5.1 Access hatches and door insulation installation and retention N1102.2.10 Slab-on-grade floors N1102.2.11 Crawl space walls N1102.5.1.1 Installation N1102.5.1.2 Air leakage testing N1102.5.1.3 Maximum air leakage rate N1102.5.2 Fireplaces N1102.5.3 Fenestration air leakage N1102.5.4 Recessed lighting N1102.5.5 Air-sealed electrical and communication outlet boxes N1102.6 Maximum fenestration U-factor and SHGC Mechanical N1103.1 Controls N1103.2 Hot water boiler temperature reset N1103.3 Duct systems N1103.4 Mechanical system piping insulation N1103.5 Service hot water systems N1103.6 Mechanical ventilation N1103.7, except Section N1103.7.1 Equipment sizing and efficiency rating N1103.8 Systems serving multiple dwelling units N1103.9.2 Snow melt and ice system controls N1103.10 Energy consumption of pools and spas N1103.11 Portable spas N1103.12 Residential pools and permanent residential spas N1103.13 Gas fireplaces Electrical power and lighting systems N1104.1 Lighting equipment N1104.2 Interior lighting controls Reference to a code section includes all the relative subsections except as indicated in the table."
Chapter 11 [RE] Energy Efficiency,N1105.3,N1105.3 (R405.3) Compliance Documentation,2,BuildingElementProxy,Residential (R),sd|cd,assemblies_envelope,architect,"The following compliance reports, which document that the performance of the proposed design and the performance of the as-built dwelling unit comply with the requirements of Section N1105, shall be submitted to the code official.A compliance report in accordance with Section N1105.5.4.1 shall be submitted with the application for the building permit.A compliance report in accordance with Section N1105.5.4.2 shall be submitted before a certificate of occupancy is issued."
Chapter 11 [RE] Energy Efficiency,N1105.4,N1105.4 (R405.4) Calculation Procedure,2,Wall|Roof|Slab|Window|Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,"Performance calculations shall be in accordance with Sections N1105.4.1,N1105.4.2 and N1105.4.3. Except as specified by this section, the standard reference design and proposed design shall be configured and analyzed using identical methods and techniques."
Chapter 11 [RE] Energy Efficiency,N1105.4.1,N1105.4.1 (R405.4.1) General,3,Wall|Roof|Slab|Window|Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,"Calculation procedures used to comply with Section N1105 shall use a software tool, approved software in accordance with Section N1105.5, capable of calculating the annual energy consumption of all building elements that differ between the standard reference design and the proposed design."
Chapter 11 [RE] Energy Efficiency,N1105.4.2,N1105.4.2 (R405.4.2) Residence Specifications,3,Wall|Slab|Roof|Window|Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,"The standard reference design, proposed design and as-built dwelling unit shall be configured and analyzed as specified by Table N1105.4.2(1). Table N1105.4.2(1) shall include, by reference, all notes contained in Table N1102.1.3. Proposed U-factors and slab-on-grade F-factors shall be taken from Appendix NF, ANSI/ASHRAE/IES 90.1 Appendix A, or determined using a method consistent with the ASHRAE Handbook of Fundamentals and shall include the thermal bridging effects of framing materials. TABLE N1105.4.2(1) [R405.4.2(1)]SPECIFICATIONS FOR THE STANDARD REFERENCE AND PROPOSED DESIGNS BUILDING COMPONENT STANDARD REFERENCE DESIGN PROPOSED DESIGN Above-grade walls Type: mass where the proposed wall is a mass wall; otherwise wood frame. As proposed. Gross area: same as proposed. As proposed. U-factor: as specified in Table N1102.1.2. As proposed. Solar reflectance = 0.25. As proposed. Emittance = 0.90. As proposed. Basement and crawl space walls Type: same as proposed. As proposed. Gross area: same as proposed. As proposed. U-factor: as specified in Table N1102.1.2, with the insulation layer on the interior side of the walls. As proposed. Above-grade floors Type: wood frame. As proposed. Gross area: same as proposed. As proposed. U-factor: as specified in Table N1102.1.2. As proposed. Ceilings Type: wood frame. As proposed. Gross area: same as proposed. As proposed. U-factor: as specified in Table N1102.1.2. As proposed Roofs Type: composition shingle on wood sheathing. As proposed. Gross area: same as proposed. As proposed. Solar reflectance = 0.25. As proposed. Emittance = 0.90. As proposed. Attics Type: vented with an aperture of 1 ft2 per 300 ft2 of ceiling area. As proposed. Foundations Type: same as proposed. As proposed. Foundation wall extension above and below grade: same as proposed. Foundation wall or slab perimeter length: same as proposed. Soil characteristics: same as proposed. As proposed Foundation wall U-factor and slab-on-grade F-factor: as specified in Table N1102.1.2. Opaque doors Area: 40 ft2. As proposed. Orientation: North. As proposed. U-factor: same as fenestration as specified in Table N1102.1.2. As proposed. Vertical fenestration other than opaque doors Total areah = (a) The proposed glazing area, where the proposed glazing area is less than 15 percent of the conditioned floor area.(b) 15 percent of the conditioned floor area, where the proposed glazing area is 15 percent or more of the conditioned floor area. As proposed. Orientation: equally distributed to four cardinal compass orientations (N, E, S &amp; W). As proposed. U-factor: as specified in Table N1102.1.2. As proposed. SHGC: as specified in Table N1102.1.2 except for climate zones without an SHGC requirement, the SHGC shall be equal to 0.40. As proposed. Interior shade fraction: 0.92 — (0.21 × SHGC for the standard reference design). Interior shade fraction: 0.92 — (0.21 × SHGC as proposed). External shading: none As proposed. Skylights None As proposed. Thermally isolated sunrooms None As proposed. Air leakage rate For detached one-family dwellings, the air leakage rate at a pressure of 0.2 inch water gauge (50 Pa) shall be as follows:Climate Zones 0 through 2: 4.0 air changes per hour.Climate Zones 3, 4 and 5: 3.0 air changes per hour.Climate Zones 6 through 8: 2.5 air changes per hour.For detached one-family dwellings that are 1,500 ft2 or smaller and attached dwelling units or sleeping units, the air leakage rate at a pressure of 0.2 inch water gauge (50 Pa) shall be 0.27 cfm/ft2 of the testing unit enclosure area. The measured air leakage rate.a Mechanical ventilation rate The mechanical ventilation rate shall be in addition to the air leakage rate and shall be the same as in the proposed design, but not greater than B × M where:B = 0.01 × CFA + 7.5 × (Nbr + 1), cfm.M = 1.0 where the measured air leakage exchange rate is ≥ 3.0 air changes per hour at 50 Pascals, and otherwise, M = minimum (1.7, Q/B).Q = the proposed mechanical ventilation rate, cfm.CFA = conditioned floor area, ft2.Nbr = number of bedrooms. The measured mechanical ventilation rateb, Q, shall be in addition to the measured air leakage rate. Mechanical ventilation fan energy The mechanical ventilation system type shall be the same as in the proposed design. Heat recovery or energy recovery shall be modeled for mechanical ventilation where required by Section N1103.6.1. Heat recovery or energy recovery shall not be modeled for mechanical ventilation where not required by Section N1103.6.1.Where mechanical ventilation is not specified in the proposed design: None.Where mechanical ventilation is specified in the proposed design, the annual vent fan energy use, in units of kWh/yr, shall equal (8.76 × B × M)/efwhere: B and M are determined in accordance with the air exchange mechanical ventilation rate row of this table.ef = the minimum fan efficacy, as specified in Table N1103.6.2, corresponding to the system type at a flow rate of B × M. As proposed. Internal gains IGain, in units of Btu/day per dwelling unit, shall equal 17,900 + 23.8 × CFA + 4,104 × Nbrwhere: CFA = conditioned floor area, ft2.Nbr = number of bedrooms. Same as standard reference design. Internal mass Internal mass for furniture and contents: 8 pounds per square foot of floor area. Same as standard reference design, plus any additional mass specifically designed as a thermal storage elementc but not integral to the building thermal envelope or structure. Structural mass For masonry floor slabs: 80 percent of floor area covered by R-2 carpet and pad, and 20 percent of floor directly exposed to room air. As proposed. For masonry basement walls: as proposed, but with insulation as specified in Table N1102.1.3, located on the interior side of the walls. As proposed. For other walls, ceilings, floors, and interior walls: wood frame construction. As proposed. Heating systemsd, e, j, k Fuel Type/Capacity: same as proposed design. As proposed. Product class: same as proposed design. As proposed. Efficiencies: Heat pump: complying with 10 CFR §430.32 As proposed Fuel gas and liquid fuel furnaces: complying with 10 CFR §430.32 As proposed. Fuel gas and liquid fuel boilers: complying with 10 CFR §430.32 As proposed. Cooling systemsd, f, k Fuel Type: electricCapacity: same as proposed design As proposed. Efficiencies: complying with 10 CFR §430.32 As proposed. Service water heatingd, g, k Use, in units of gal/day = 25.5 + (8.5 × Nbr)where: Nbr= number of bedrooms. Use, in units of gal/day = 25.5 + (8.5 × Nbr) × (1 — HWDS) where:Nbr = number of bedrooms.HWDS = factor for the compactness of the hot water distribution system. Compactness ratioi factor HWDS 1 story 2 or more stories &gt; 60% &gt; 30% 0 &gt; 30% to ≤ 60% &gt; 15% to ≤ 30% 0.05 &gt; 15% to ≤ 30% &gt; 7.5% to ≤ 15% 0.10 &lt; 15% &lt; 7.5% 0.15 Fuel type: same as proposed design As proposed. Rated storage volume: same as proposed design As proposed. Draw pattern: same as proposed design As proposed. Efficiencies: Uniform Energy Factor complying with 10 CFR §430.32 As proposed. Tank temperature: 120°F (48.9°C) Same as standard reference design. Thermal distribution systems Duct insulation: in accordance with Section N1103.3.3. Duct insulation: as proposed.m Duct location: Duct location: as proposed.l Foundation type Slab on grade Unconditioned crawl space Basement or conditioned crawl space — Duct location (supply and return) One-story building: 100% in unconditioned atticAll other: 75% in unconditioned attic and 25% inside conditioned space One-story building: 100% in unconditioned crawl spaceAll other: 75% in unconditioned crawl space and 25% inside conditioned space 75% inside conditioned space 25% unconditioned attic Duct system leakage to outside: The measured total duct system leakage rate shall be entered into the software as the duct system leakage to outside rate. Exceptions: 1. Where duct system leakage to outside is tested in accordance ANSI/RESNET/ICC 380 or ASTM E1554, the measured value shall be permitted to be entered. 2. Where total duct system leakage is measured without space conditioning equipment installed, the simulation value shall be 4 cfm per 100ft2 of conditioned floor area. Duct system leakage to outside: for duct systems serving &gt; 1,000 ft2 of conditioned floor area, the duct leakage to outside rate shall be 4 cfm per 100 ft2 of conditioned floor area.For duct systems serving ≤ 1,000 ft2of conditioned floor area, the duct leakage to outside rate shall be 40 cfm. Distribution System Efficiency (DSE): for hydronic systems and ductless systems a thermal distribution system efficiency (DSE) of 0.88 shall be applied to both the heating and cooling system efficiencies. Distribution System Efficiency (DSE):for hydronic systems and ductless systems, DSE shall be as specified in Table N1105.4.2(2). Thermostat Type: Manual, cooling temperature setpoint = 75°F;Heating temperature setpoint = 72°F. Same as standard reference design. Dehumidistat Where a mechanical ventilation system with latent heat recovery is not specified in the proposed design: None. Where the proposed design utilizes a mechanical ventilation system with latent heat recovery: Dehumidistat type: manual, setpoint = 60% relative humidity.Dehumidifier: whole-dwelling with integrated energy factor = 1.77 liters/kWh. Same as standard reference design. For SI: 1 square foot = 0.93 m2, 1 British thermal unit = 1055 J, 1 pound per square foot = 4.88 kg/m2, 1 gallon (US) = 3.785 L, °C = (°F — 32)/1.8, 1 degree = 0.79 rad, 1 cubic foot per minute = 28.317 L/min. Hourly calculations as specified in the ASHRAE Handbook of Fundamentals, or the equivalent, shall be used to determine the energy loads resulting from infiltration. The combined air exchange rate for infiltration and mechanical ventilation shall be determined in accordance with Equation 43 of 2001 ASHRAE Handbook of Fundamentals, page 26.24 and the ""Whole-house Ventilation"" provisions of 2001 ASHRAE Handbook of Fundamentals, page 26.19 for intermittent mechanical ventilation. Thermal storage element shall mean a component that is not part of the floors, walls or ceilings that is part of a passive solar system, and that provides thermal storage such as enclosed water columns, rock beds, or phase-change containers. A thermal storage element shall be in the same room as fenestration that faces within 15 degrees (0.26 rad) of true south, or shall be connected to such a room with pipes or ducts that allow the element to be actively charged. For a proposed design with multiple heating, cooling or water heating systems using different fuel types, the applicable standard reference design system capacities and fuel types shall be weighted in accordance with their respective loads as calculated by accepted engineering practice for each equipment and fuel type present. For a proposed design without a proposed heating system, a heating system having the prevailing federal minimum efficiency shall be assumed for both the standard reference design and proposed design. For a proposed design without a proposed cooling system, an electric air conditioner having the prevailing federal minimum efficiency shall be assumed for both the standard reference design and the proposed design. For a proposed design with a nonstorage-type water heater,For a proposed design without a proposed water heater, the following assumptions shall be made for both the proposed design and standard reference design. For a proposed design with a heat pump water heater, the following assumptions shall be made for the standard reference design, except the fuel type shall be electric: Fuel Type: Same as the predominant heating fuel type Rated Storage Volume: 40 gallons Draw Pattern: Medium Efficiency: Uniform Energy Factor complying with 10 CFR §430.32 For residences with conditioned basements, R-2 and R-4 residences, and for townhouses, the following formula shall be used to determine glazing area: AF = As × FA × F where: AF = Total glazing area. As = Standard reference design total glazing area. FA = (Above-grade thermal boundary gross wall area)/(above-grade boundary wall area + 0.5 × below-grade boundary wall area). F = (above-grade thermal boundary wall area)/(above-grade thermal boundary wall area + common wall area) or 0.56, whichever is greater. and where: - Thermal boundary wall is any wall that separates conditioned space from unconditioned space or ambient conditions. - Above-grade thermal boundary wall is any thermal boundary wall component not in contact with soil. - Below-grade boundary wall is any thermal boundary wall in soil contact. - Common wall area is the area of walls shared with an adjoining dwelling unit. The factor for the compactness of the hot water distribution system is the ratio of the area of the rectangle that bounds the source of hot water and the fixtures that it serves (the ""hot water rectangle"") divided by the floor area of the dwelling. Sources of hot water include water heaters, or in multiple-family buildings with central water heating systems, circulation loops or electric heat traced pipes. The hot water rectangle shall include the source of hot water and the points of termination of all hot water fixture supply piping. The hot water rectangle shall be shown on the floor plans and the area shall be computed to the nearest square foot. Where there is more than one water heater and each water heater serves different plumbing fixtures and appliances, it is permissible to establish a separate hot water rectangle for each hot water distribution system and add the area of these rectangles together to determine the compactness ratio. The basement or attic shall be counted as a story when it contains the water heater. Compliance shall be demonstrated by providing a drawing on the plans that shows the hot water distribution system rectangle(s), comparing the area of the rectangle(s) to the area of the dwelling and identifying the appropriate compactness ratio and HWDS factor. For a proposed design with electric resistance heating, a split system heat pump complying with 10 CFR §430.32 (2021) shall be assumed modeled in the standard reference design. For heating systems, cooling systems, or water heating systems not included in this table, the standard reference design shall be the same as proposed design. Only sections of ductwork that are installed in accordance with Section N1103.3.4, Items 1 and 2 are assumed to be located completely inside conditioned space. All other sections of ductwork are not assumed to be located completely inside conditioned space. Sections of ductwork installed in accordance with Section N1103.3.5.1 are assumed to have an effective duct insulation R-value of R-25. TABLE N1105.4.2(2) [R405.4.2(2)]DEFAULT DISTRIBUTION SYSTEM EFFICIENCIES FOR PROPOSED DESIGNSa DISTRIBUTION SYSTEM CONFIGURATION AND CONDITION FORCED AIR SYSTEMS HYDRONIC SYSTEMSb Distribution system components located in unconditioned space NA 0.95 Distribution system components entirely located in conditioned spacec NA 1 Ductless systemsd 1 NA NA = Not Applicable. Default values in this table are for untested distribution systems, which must still comply with Section N1103. Hydronic systems mean those systems that distribute heating and cooling energy directly to individual spaces using liquids pumped through closed-loop piping and that do not depend on ducted, forced airflow to maintain space temperatures. Entire system in conditioned space means that no component of the distribution system is located outside of the conditioned space. Ductless systems are allowed to have forced airflow across a coil but must not have any ducted airflow external to the space conditioning equipment."
